ticket_id,title,description,category,component,issue_type,severity,priority,status,assigned_team,environment,resolution,created_date,steps_to_reproduce
ITS-00186,SSO account deactivation request,Issue with SSO: account deactivation request. This is affecting my work. Running on Windows 10.,Account,SSO,Question,High,High,Closed,Security,Windows 10,Fixed SSO federation config. Verified with user that issue is fixed.,2025-01-24,"1. Open SSO
2. Attempt normal operation
3. Observe: account deactivation request"
ITS-00187,[Account] MFA - cannot access shared mailbox,Issue with MFA: cannot access shared mailbox. This is affecting my work. Running on Ubuntu 22.04.,Account,MFA,Bug,Medium,Medium,Resolved,Help Desk,Ubuntu 22.04,Granted appropriate permissions. Verified with user that issue is fixed.,2025-09-22,"1. Open MFA
2. Attempt normal operation
3. Observe: cannot access shared mailbox"
ITS-00188,[Account] Password - account locked out,My Password is account locked out. I've been experiencing this since this morning. Environment: macOS 14.,Account,Password,Question,Medium,Medium,Resolved,Network Engineering,macOS 14,Fixed SSO federation config. Verified with user that issue is fixed.,2025-10-07,"1. Open Password
2. Attempt normal operation
3. Observe: account locked out"
ITS-00189,Salesforce problem: error code 0x80070005,Urgent: Salesforce - error code 0x80070005. Multiple users reporting similar issues. Environment is macOS 14.,Software,Salesforce,Service Request,Critical,Critical,In Progress,DevOps,macOS 14,,2025-04-23,"1. Open Salesforce
2. Attempt normal operation
3. Observe: error code 0x80070005"
ITS-00190,Ethernet cannot connect to WiFi,My Ethernet is cannot connect to WiFi. I've been experiencing this since this morning. Environment: macOS 14.,Network,Ethernet,Question,Medium,Medium,Resolved,Help Desk,macOS 14,Updated VPN client. Verified with user that issue is fixed.,2025-06-25,"1. Open Ethernet
2. Attempt normal operation
3. Observe: cannot connect to WiFi"
ITS-00191,Laptop screen flickering,"Hi, I need help. Laptop keeps screen flickering. Started yesterday. I'm on Windows 11.",Hardware,Laptop,Bug,Low,Low,Open,IT Operations,Windows 11,,2025-07-08,"1. Open Laptop
2. Attempt normal operation
3. Observe: screen flickering"
ITS-00192,[Network] WiFi - network drive not mapping,My WiFi is network drive not mapping. I've been experiencing this since this morning. Environment: Windows 10.,Network,WiFi,Bug,High,High,Resolved,DevOps,Windows 10,Reset network adapter. Verified with user that issue is fixed.,2025-11-23,"1. Open WiFi
2. Attempt normal operation
3. Observe: network drive not mapping"
ITS-00193,[Hardware] Laptop - no display output,"Hi, I need help. Laptop keeps no display output. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Laptop,Bug,Medium,Medium,Open,IT Operations,Ubuntu 22.04,,2025-06-02,"1. Open Laptop
2. Attempt normal operation
3. Observe: no display output"
ITS-00194,WiFi problem: slow internet speed,"Hi, I need help. WiFi keeps slow internet speed. Started yesterday. I'm on macOS 14.",Network,WiFi,Bug,Low,Low,Closed,DevOps,macOS 14,Reconfigured proxy settings. Verified with user that issue is fixed.,2025-09-18,"1. Open WiFi
2. Attempt normal operation
3. Observe: slow internet speed"
ITS-00195,Teams compatibility issue,Urgent: Teams - compatibility issue. Multiple users reporting similar issues. Environment is Windows 10.,Software,Teams,Service Request,Medium,Medium,In Progress,Security,Windows 10,,2025-05-05,"1. Open Teams
2. Attempt normal operation
3. Observe: compatibility issue"
ITS-00196,[Hardware] Mouse - freezing randomly,Issue with Mouse: freezing randomly. This is affecting my work. Running on Ubuntu 22.04.,Hardware,Mouse,Service Request,High,High,Open,Security,Ubuntu 22.04,,2025-09-10,"1. Open Mouse
2. Attempt normal operation
3. Observe: freezing randomly"
ITS-00197,[Network] Ethernet - IP conflict,Issue with Ethernet: IP conflict. This is affecting my work. Running on Ubuntu 22.04.,Network,Ethernet,Question,High,High,Resolved,IT Operations,Ubuntu 22.04,Assigned static IP. Verified with user that issue is fixed.,2025-02-14,"1. Open Ethernet
2. Attempt normal operation
3. Observe: IP conflict"
ITS-00198,[Account] Password - group membership change needed,The Password has been group membership change needed for the past few hours. OS: Windows 10. Please help.,Account,Password,Service Request,Medium,Medium,In Progress,Network Engineering,Windows 10,,2025-05-10,"1. Open Password
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00199,SSO MFA not working,The SSO has been MFA not working for the past few hours. OS: Windows 11. Please help.,Account,SSO,Question,Medium,Medium,Closed,Security,Windows 11,Reset password and synced. Verified with user that issue is fixed.,2025-07-15,"1. Open SSO
2. Attempt normal operation
3. Observe: MFA not working"
ITS-00200,Password permission denied,My Password is permission denied. I've been experiencing this since this morning. Environment: Windows 10.,Account,Password,Bug,Low,Low,Resolved,Help Desk,Windows 10,Reset password and synced. Verified with user that issue is fixed.,2025-11-01,"1. Open Password
2. Attempt normal operation
3. Observe: permission denied"
ITS-00201,VPN cannot reach specific websites,Urgent: VPN - cannot reach specific websites. Multiple users reporting similar issues. Environment is macOS 14.,Network,VPN,Question,Low,Low,In Progress,Help Desk,macOS 14,,2025-03-06,"1. Open VPN
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00202,Office 365 not syncing properly,Issue with Office 365: not syncing properly. This is affecting my work. Running on Ubuntu 22.04.,Software,Office 365,Service Request,Medium,Medium,In Progress,Security,Ubuntu 22.04,,2025-04-23,"1. Open Office 365
2. Attempt normal operation
3. Observe: not syncing properly"
ITS-00203,[Hardware] Desktop - USB ports not working,Urgent: Desktop - USB ports not working. Multiple users reporting similar issues. Environment is Chrome OS.,Hardware,Desktop,Bug,Medium,Medium,Resolved,IT Operations,Chrome OS,Performed hardware diagnostic. Verified with user that issue is fixed.,2025-01-06,"1. Open Desktop
2. Attempt normal operation
3. Observe: USB ports not working"
ITS-00204,[Account] Active Directory - SSO login loop,"Hi, I need help. Active Directory keeps SSO login loop. Started yesterday. I'm on Windows 10.",Account,Active Directory,Service Request,Low,Low,In Progress,Help Desk,Windows 10,,2025-08-01,"1. Open Active Directory
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00205,Password problem: MFA not working,My Password is MFA not working. I've been experiencing this since this morning. Environment: Windows 11.,Account,Password,Service Request,Medium,Medium,Resolved,Network Engineering,Windows 11,Updated group memberships. Verified with user that issue is fixed.,2025-07-10,"1. Open Password
2. Attempt normal operation
3. Observe: MFA not working"
ITS-00206,[Account] SSO - account locked out,Issue with SSO: account locked out. This is affecting my work. Running on Chrome OS.,Account,SSO,Service Request,Medium,Medium,In Progress,IT Operations,Chrome OS,,2025-05-23,"1. Open SSO
2. Attempt normal operation
3. Observe: account locked out"
ITS-00207,[Account] Active Directory - account deactivation request,"Hi, I need help. Active Directory keeps account deactivation request. Started yesterday. I'm on macOS 14.",Account,Active Directory,Service Request,High,High,Closed,Help Desk,macOS 14,Granted appropriate permissions. Verified with user that issue is fixed.,2025-01-12,"1. Open Active Directory
2. Attempt normal operation
3. Observe: account deactivation request"
ITS-00208,Web App problem: backup job failed overnight,My Web App is backup job failed overnight. I've been experiencing this since this morning. Environment: macOS 14.,Incident,Web App,Incident,High,High,Closed,DevOps,macOS 14,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,2025-10-11,"1. Open Web App
2. Attempt normal operation
3. Observe: backup job failed overnight"
ITS-00209,DNS problem: packet loss,"Hi, I need help. DNS keeps packet loss. Started yesterday. I'm on Chrome OS.",Network,DNS,Bug,Medium,Medium,In Progress,Help Desk,Chrome OS,,2025-12-28,"1. Open DNS
2. Attempt normal operation
3. Observe: packet loss"
ITS-00210,VPN problem: VPN connection drops,My VPN is VPN connection drops. I've been experiencing this since this morning. Environment: Windows 10.,Network,VPN,Question,High,High,Closed,IT Operations,Windows 10,Reset network adapter. Verified with user that issue is fixed.,2025-01-24,"1. Open VPN
2. Attempt normal operation
3. Observe: VPN connection drops"
ITS-00211,Laptop not connecting to docking station,Urgent: Laptop - not connecting to docking station. Multiple users reporting similar issues. Environment is macOS 14.,Hardware,Laptop,Question,Medium,Medium,Open,DevOps,macOS 14,,2025-09-01,"1. Open Laptop
2. Attempt normal operation
3. Observe: not connecting to docking station"
ITS-00212,Laptop problem: battery not charging,Issue with Laptop: battery not charging. This is affecting my work. Running on Windows 11.,Hardware,Laptop,Bug,Medium,Medium,Open,DevOps,Windows 11,,2025-12-19,"1. Open Laptop
2. Attempt normal operation
3. Observe: battery not charging"
ITS-00213,Antivirus license expired,"Hi, I need help. Antivirus keeps license expired. Started yesterday. I'm on macOS 14.",Software,Antivirus,Question,Medium,Medium,Open,Network Engineering,macOS 14,,2025-01-15,"1. Open Antivirus
2. Attempt normal operation
3. Observe: license expired"
ITS-00214,[Hardware] Mouse - slow performance,Urgent: Mouse - slow performance. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Hardware,Mouse,Service Request,Medium,Medium,Closed,Help Desk,Ubuntu 22.04,Updated BIOS firmware. Verified with user that issue is fixed.,2025-03-05,"1. Open Mouse
2. Attempt normal operation
3. Observe: slow performance"
ITS-00215,VPN cannot reach specific websites,Urgent: VPN - cannot reach specific websites. Multiple users reporting similar issues. Environment is Chrome OS.,Network,VPN,Question,Medium,Medium,In Progress,DevOps,Chrome OS,,2025-08-05,"1. Open VPN
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00216,SSO password expired,Issue with SSO: password expired. This is affecting my work. Running on Windows 11.,Account,SSO,Service Request,Medium,Medium,Resolved,DevOps,Windows 11,Updated group memberships. Verified with user that issue is fixed.,2025-05-17,"1. Open SSO
2. Attempt normal operation
3. Observe: password expired"
ITS-00217,Storage problem: SSL certificate expired,The Storage has been SSL certificate expired for the past few hours. OS: Windows 10. Please help.,Incident,Storage,Incident,Medium,Medium,In Progress,Network Engineering,Windows 10,,2025-03-19,"1. Open Storage
2. Attempt normal operation
3. Observe: SSL certificate expired"
ITS-00218,MFA password expired,Urgent: MFA - password expired. Multiple users reporting similar issues. Environment is Windows 10.,Account,MFA,Question,Medium,Medium,Open,DevOps,Windows 10,,2025-01-26,"1. Open MFA
2. Attempt normal operation
3. Observe: password expired"
ITS-00219,Office 365 problem: cannot login,My Office 365 is cannot login. I've been experiencing this since this morning. Environment: Chrome OS.,Software,Office 365,Bug,Low,Low,In Progress,DevOps,Chrome OS,,2025-04-09,"1. Open Office 365
2. Attempt normal operation
3. Observe: cannot login"
ITS-00220,Desktop problem: keyboard keys stuck,"Hi, I need help. Desktop keeps keyboard keys stuck. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Desktop,Service Request,Low,Low,Resolved,Network Engineering,Ubuntu 22.04,Replaced battery. Verified with user that issue is fixed.,2025-05-11,"1. Open Desktop
2. Attempt normal operation
3. Observe: keyboard keys stuck"
ITS-00221,[Network] Ethernet - VPN connection drops,Issue with Ethernet: VPN connection drops. This is affecting my work. Running on Windows 10.,Network,Ethernet,Service Request,Medium,Medium,Open,Security,Windows 10,,2025-03-20,"1. Open Ethernet
2. Attempt normal operation
3. Observe: VPN connection drops"
ITS-00222,Monitor screen flickering,My Monitor is screen flickering. I've been experiencing this since this morning. Environment: Chrome OS.,Hardware,Monitor,Service Request,Medium,Medium,Open,Help Desk,Chrome OS,,2025-07-24,"1. Open Monitor
2. Attempt normal operation
3. Observe: screen flickering"
ITS-00223,[Account] Password - cannot access shared mailbox,My Password is cannot access shared mailbox. I've been experiencing this since this morning. Environment: macOS 14.,Account,Password,Service Request,Low,Low,Resolved,DevOps,macOS 14,Created new account with standard template. Verified with user that issue is fixed.,2025-09-10,"1. Open Password
2. Attempt normal operation
3. Observe: cannot access shared mailbox"
ITS-00224,[Incident] API Gateway - disk space critical on production server,The API Gateway has been disk space critical on production server for the past few hours. OS: Chrome OS. Please help.,Incident,API Gateway,Incident,High,High,In Progress,Security,Chrome OS,,2025-04-25,"1. Open API Gateway
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00225,Printer problem: overheating,"Hi, I need help. Printer keeps overheating. Started yesterday. I'm on macOS 14.",Hardware,Printer,Question,Low,Low,In Progress,Help Desk,macOS 14,,2025-03-28,"1. Open Printer
2. Attempt normal operation
3. Observe: overheating"
ITS-00226,[Incident] Database - unauthorized access attempt detected,My Database is unauthorized access attempt detected. I've been experiencing this since this morning. Environment: Windows 10.,Incident,Database,Incident,Low,Low,Closed,DevOps,Windows 10,Restarted affected services. Verified with user that issue is fixed.,2025-06-10,"1. Open Database
2. Attempt normal operation
3. Observe: unauthorized access attempt detected"
ITS-00227,VPN problem: intermittent disconnections,"Hi, I need help. VPN keeps intermittent disconnections. Started yesterday. I'm on Windows 10.",Network,VPN,Service Request,Medium,Medium,In Progress,DevOps,Windows 10,,2025-12-08,"1. Open VPN
2. Attempt normal operation
3. Observe: intermittent disconnections"
ITS-00228,Email MFA not working,"Hi, I need help. Email keeps MFA not working. Started yesterday. I'm on macOS 14.",Account,Email,Question,High,High,Open,Network Engineering,macOS 14,,2025-12-08,"1. Open Email
2. Attempt normal operation
3. Observe: MFA not working"
ITS-00229,VPN intermittent disconnections,"Hi, I need help. VPN keeps intermittent disconnections. Started yesterday. I'm on Ubuntu 22.04.",Network,VPN,Bug,Medium,Medium,Open,Help Desk,Ubuntu 22.04,,2025-02-23,"1. Open VPN
2. Attempt normal operation
3. Observe: intermittent disconnections"
ITS-00230,Salesforce not responding,My Salesforce is not responding. I've been experiencing this since this morning. Environment: macOS 14.,Software,Salesforce,Service Request,Medium,Medium,Resolved,Help Desk,macOS 14,Renewed license through admin portal. Verified with user that issue is fixed.,2025-06-13,"1. Open Salesforce
2. Attempt normal operation
3. Observe: not responding"
ITS-00231,[Network] DNS - DNS resolution failure,"Hi, I need help. DNS keeps DNS resolution failure. Started yesterday. I'm on Ubuntu 22.04.",Network,DNS,Question,Medium,Medium,Open,Network Engineering,Ubuntu 22.04,,2025-03-12,"1. Open DNS
2. Attempt normal operation
3. Observe: DNS resolution failure"
ITS-00232,Email problem: SSO login loop,Urgent: Email - SSO login loop. Multiple users reporting similar issues. Environment is macOS 14.,Account,Email,Service Request,Medium,Medium,Resolved,IT Operations,macOS 14,Updated group memberships. Verified with user that issue is fixed.,2025-07-25,"1. Open Email
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00233,Email Server SSL certificate expired,My Email Server is SSL certificate expired. I've been experiencing this since this morning. Environment: Windows 11.,Incident,Email Server,Incident,Low,Low,Resolved,IT Operations,Windows 11,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,2025-10-09,"1. Open Email Server
2. Attempt normal operation
3. Observe: SSL certificate expired"
ITS-00234,[Hardware] Mouse - overheating,Issue with Mouse: overheating. This is affecting my work. Running on Ubuntu 22.04.,Hardware,Mouse,Service Request,Medium,Medium,Closed,DevOps,Ubuntu 22.04,Replaced faulty component. Verified with user that issue is fixed.,2025-04-27,"1. Open Mouse
2. Attempt normal operation
3. Observe: overheating"
ITS-00235,Email Server degraded performance across region,"Hi, I need help. Email Server keeps degraded performance across region. Started yesterday. I'm on Windows 11.",Incident,Email Server,Incident,Medium,Medium,In Progress,Security,Windows 11,,2025-02-12,"1. Open Email Server
2. Attempt normal operation
3. Observe: degraded performance across region"
ITS-00236,[Hardware] Desktop - battery not charging,Issue with Desktop: battery not charging. This is affecting my work. Running on Windows 11.,Hardware,Desktop,Bug,Medium,Medium,Open,Security,Windows 11,,2025-09-12,"1. Open Desktop
2. Attempt normal operation
3. Observe: battery not charging"
ITS-00237,Password cannot access shared mailbox,My Password is cannot access shared mailbox. I've been experiencing this since this morning. Environment: macOS 14.,Account,Password,Service Request,Low,Low,In Progress,Network Engineering,macOS 14,,2025-05-04,"1. Open Password
2. Attempt normal operation
3. Observe: cannot access shared mailbox"
ITS-00238,[Account] SSO - permission denied,"Hi, I need help. SSO keeps permission denied. Started yesterday. I'm on Ubuntu 22.04.",Account,SSO,Bug,Low,Low,Open,IT Operations,Ubuntu 22.04,,2025-05-28,"1. Open SSO
2. Attempt normal operation
3. Observe: permission denied"
ITS-00239,Teams problem: plugin not working,The Teams has been plugin not working for the past few hours. OS: Chrome OS. Please help.,Software,Teams,Service Request,Medium,Medium,Closed,IT Operations,Chrome OS,Applied latest patch. Verified with user that issue is fixed.,2025-08-13,"1. Open Teams
2. Attempt normal operation
3. Observe: plugin not working"
ITS-00240,Active Directory problem: new hire needs account setup,The Active Directory has been new hire needs account setup for the past few hours. OS: Windows 10. Please help.,Account,Active Directory,Bug,Medium,Medium,In Progress,Security,Windows 10,,2025-08-03,"1. Open Active Directory
2. Attempt normal operation
3. Observe: new hire needs account setup"
ITS-00241,[Hardware] Mouse - fan making loud noise,The Mouse has been fan making loud noise for the past few hours. OS: Windows 11. Please help.,Hardware,Mouse,Bug,Low,Low,Resolved,DevOps,Windows 11,Cleaned internal fans. Verified with user that issue is fixed.,2025-05-09,"1. Open Mouse
2. Attempt normal operation
3. Observe: fan making loud noise"
ITS-00242,Monitor not turning on,"Hi, I need help. Monitor keeps not turning on. Started yesterday. I'm on macOS 14.",Hardware,Monitor,Bug,Low,Low,Resolved,DevOps,macOS 14,Updated BIOS firmware. Verified with user that issue is fixed.,2025-02-03,"1. Open Monitor
2. Attempt normal operation
3. Observe: not turning on"
ITS-00243,Active Directory account locked out,Issue with Active Directory: account locked out. This is affecting my work. Running on macOS 14.,Account,Active Directory,Bug,Low,Low,Closed,IT Operations,macOS 14,Unlocked account in AD. Verified with user that issue is fixed.,2025-11-11,"1. Open Active Directory
2. Attempt normal operation
3. Observe: account locked out"
ITS-00244,MFA problem: SSO login loop,"Hi, I need help. MFA keeps SSO login loop. Started yesterday. I'm on Windows 10.",Account,MFA,Service Request,High,High,In Progress,IT Operations,Windows 10,,2025-09-13,"1. Open MFA
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00245,DNS problem: cannot connect to WiFi,"Hi, I need help. DNS keeps cannot connect to WiFi. Started yesterday. I'm on Windows 10.",Network,DNS,Bug,Low,Low,Resolved,Help Desk,Windows 10,Replaced network cable. Verified with user that issue is fixed.,2025-10-04,"1. Open DNS
2. Attempt normal operation
3. Observe: cannot connect to WiFi"
ITS-00246,[Network] WiFi - cannot reach specific websites,My WiFi is cannot reach specific websites. I've been experiencing this since this morning. Environment: Chrome OS.,Network,WiFi,Bug,High,High,Open,IT Operations,Chrome OS,,2025-04-18,"1. Open WiFi
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00247,Outlook slow loading,My Outlook is slow loading. I've been experiencing this since this morning. Environment: Chrome OS.,Software,Outlook,Bug,Critical,Critical,In Progress,IT Operations,Chrome OS,,2025-04-26,"1. Open Outlook
2. Attempt normal operation
3. Observe: slow loading"
ITS-00248,VPN error code 0x80070005,"Hi, I need help. VPN keeps error code 0x80070005. Started yesterday. I'm on Windows 11.",Software,VPN,Question,Medium,Medium,Resolved,IT Operations,Windows 11,Reinstalled application. Verified with user that issue is fixed.,2025-03-07,"1. Open VPN
2. Attempt normal operation
3. Observe: error code 0x80070005"
ITS-00249,[Incident] Database - disk space critical on production server,Urgent: Database - disk space critical on production server. Multiple users reporting similar issues. Environment is Chrome OS.,Incident,Database,Incident,High,High,Resolved,IT Operations,Chrome OS,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,2025-05-21,"1. Open Database
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00250,[Incident] Email Server - service outage affecting all users,My Email Server is service outage affecting all users. I've been experiencing this since this morning. Environment: Windows 10.,Incident,Email Server,Incident,Medium,Medium,In Progress,DevOps,Windows 10,,2025-09-17,"1. Open Email Server
2. Attempt normal operation
3. Observe: service outage affecting all users"
ITS-00251,Antivirus problem: compatibility issue,My Antivirus is compatibility issue. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Software,Antivirus,Bug,Medium,Medium,In Progress,Help Desk,Ubuntu 22.04,,2025-11-15,"1. Open Antivirus
2. Attempt normal operation
3. Observe: compatibility issue"
ITS-00252,VPN IP conflict,Urgent: VPN - IP conflict. Multiple users reporting similar issues. Environment is Windows 10.,Network,VPN,Service Request,Medium,Medium,In Progress,DevOps,Windows 10,,2025-09-19,"1. Open VPN
2. Attempt normal operation
3. Observe: IP conflict"
ITS-00253,[Account] Password - account deactivation request,"Hi, I need help. Password keeps account deactivation request. Started yesterday. I'm on Chrome OS.",Account,Password,Bug,Medium,Medium,Open,Security,Chrome OS,,2025-05-09,"1. Open Password
2. Attempt normal operation
3. Observe: account deactivation request"
ITS-00254,Office 365 plugin not working,"Hi, I need help. Office 365 keeps plugin not working. Started yesterday. I'm on macOS 14.",Software,Office 365,Service Request,Critical,Critical,Closed,Help Desk,macOS 14,Applied latest patch. Verified with user that issue is fixed.,2025-07-22,"1. Open Office 365
2. Attempt normal operation
3. Observe: plugin not working"
ITS-00255,[Account] SSO - group membership change needed,"Hi, I need help. SSO keeps group membership change needed. Started yesterday. I'm on Ubuntu 22.04.",Account,SSO,Question,Low,Low,In Progress,Network Engineering,Ubuntu 22.04,,2025-07-03,"1. Open SSO
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00256,DNS network drive not mapping,Issue with DNS: network drive not mapping. This is affecting my work. Running on Ubuntu 22.04.,Network,DNS,Bug,Critical,Critical,Resolved,Security,Ubuntu 22.04,Added firewall rule exception. Verified with user that issue is fixed.,2025-08-15,"1. Open DNS
2. Attempt normal operation
3. Observe: network drive not mapping"
ITS-00257,Laptop not turning on,"Hi, I need help. Laptop keeps not turning on. Started yesterday. I'm on Chrome OS.",Hardware,Laptop,Question,High,High,In Progress,DevOps,Chrome OS,,2025-08-13,"1. Open Laptop
2. Attempt normal operation
3. Observe: not turning on"
ITS-00258,API Gateway service outage affecting all users,My API Gateway is service outage affecting all users. I've been experiencing this since this morning. Environment: Windows 10.,Incident,API Gateway,Incident,Low,Low,Resolved,Network Engineering,Windows 10,Re-ran backup with increased timeout. Verified with user that issue is fixed.,2025-05-27,"1. Open API Gateway
2. Attempt normal operation
3. Observe: service outage affecting all users"
ITS-00259,[Account] Email - group membership change needed,The Email has been group membership change needed for the past few hours. OS: Windows 11. Please help.,Account,Email,Bug,High,High,In Progress,Security,Windows 11,,2025-07-27,"1. Open Email
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00260,VPN network drive not mapping,Urgent: VPN - network drive not mapping. Multiple users reporting similar issues. Environment is Windows 11.,Network,VPN,Question,Medium,Medium,Closed,Help Desk,Windows 11,Reconfigured proxy settings. Verified with user that issue is fixed.,2025-02-24,"1. Open VPN
2. Attempt normal operation
3. Observe: network drive not mapping"
ITS-00261,Storage service outage affecting all users,Urgent: Storage - service outage affecting all users. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Incident,Storage,Incident,High,High,In Progress,DevOps,Ubuntu 22.04,,2025-09-07,"1. Open Storage
2. Attempt normal operation
3. Observe: service outage affecting all users"
ITS-00262,Windows problem: missing features after update,My Windows is missing features after update. I've been experiencing this since this morning. Environment: macOS 14.,Software,Windows,Question,High,High,Resolved,DevOps,macOS 14,Reinstalled application. Verified with user that issue is fixed.,2025-07-06,"1. Open Windows
2. Attempt normal operation
3. Observe: missing features after update"
ITS-00263,Storage scheduled maintenance overran window,The Storage has been scheduled maintenance overran window for the past few hours. OS: Ubuntu 22.04. Please help.,Incident,Storage,Incident,Critical,Critical,In Progress,Security,Ubuntu 22.04,,2025-11-01,"1. Open Storage
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00264,[Account] SSO - account deactivation request,The SSO has been account deactivation request for the past few hours. OS: macOS 14. Please help.,Account,SSO,Bug,High,High,Resolved,IT Operations,macOS 14,Granted appropriate permissions. Verified with user that issue is fixed.,2025-01-08,"1. Open SSO
2. Attempt normal operation
3. Observe: account deactivation request"
ITS-00265,Mouse problem: fan making loud noise,Issue with Mouse: fan making loud noise. This is affecting my work. Running on macOS 14.,Hardware,Mouse,Service Request,Medium,Medium,Open,Help Desk,macOS 14,,2025-06-20,"1. Open Mouse
2. Attempt normal operation
3. Observe: fan making loud noise"
ITS-00266,Active Directory problem: SSO login loop,"Hi, I need help. Active Directory keeps SSO login loop. Started yesterday. I'm on Ubuntu 22.04.",Account,Active Directory,Service Request,Medium,Medium,In Progress,Help Desk,Ubuntu 22.04,,2025-03-06,"1. Open Active Directory
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00267,SAP problem: not syncing properly,My SAP is not syncing properly. I've been experiencing this since this morning. Environment: Windows 11.,Software,SAP,Bug,Low,Low,In Progress,Security,Windows 11,,2025-07-17,"1. Open SAP
2. Attempt normal operation
3. Observe: not syncing properly"
ITS-00268,Storage problem: scheduled maintenance overran window,My Storage is scheduled maintenance overran window. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Incident,Storage,Incident,Medium,Medium,Open,IT Operations,Ubuntu 22.04,,2025-12-02,"1. Open Storage
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00269,MFA problem: cannot access shared mailbox,Issue with MFA: cannot access shared mailbox. This is affecting my work. Running on Windows 10.,Account,MFA,Question,Low,Low,Resolved,Security,Windows 10,Granted appropriate permissions. Verified with user that issue is fixed.,2025-04-18,"1. Open MFA
2. Attempt normal operation
3. Observe: cannot access shared mailbox"
ITS-00270,[Hardware] Mouse - not turning on,Urgent: Mouse - not turning on. Multiple users reporting similar issues. Environment is Windows 10.,Hardware,Mouse,Bug,Medium,Medium,Closed,Network Engineering,Windows 10,Updated BIOS firmware. Verified with user that issue is fixed.,2025-02-09,"1. Open Mouse
2. Attempt normal operation
3. Observe: not turning on"
ITS-00271,VPN problem: license expired,The VPN has been license expired for the past few hours. OS: Windows 10. Please help.,Software,VPN,Service Request,Medium,Medium,Resolved,Help Desk,Windows 10,Configured firewall exceptions. Verified with user that issue is fixed.,2025-07-25,"1. Open VPN
2. Attempt normal operation
3. Observe: license expired"
ITS-00272,Email account locked out,Urgent: Email - account locked out. Multiple users reporting similar issues. Environment is Windows 10.,Account,Email,Question,Low,Low,Open,Security,Windows 10,,2025-08-15,"1. Open Email
2. Attempt normal operation
3. Observe: account locked out"
ITS-00273,[Hardware] Keyboard - no display output,My Keyboard is no display output. I've been experiencing this since this morning. Environment: Chrome OS.,Hardware,Keyboard,Question,Medium,Medium,Resolved,Security,Chrome OS,Cleaned internal fans. Verified with user that issue is fixed.,2025-07-09,"1. Open Keyboard
2. Attempt normal operation
3. Observe: no display output"
ITS-00274,[Account] Active Directory - password expired,Urgent: Active Directory - password expired. Multiple users reporting similar issues. Environment is Chrome OS.,Account,Active Directory,Service Request,Low,Low,Open,Network Engineering,Chrome OS,,2025-01-18,"1. Open Active Directory
2. Attempt normal operation
3. Observe: password expired"
ITS-00275,Password problem: cannot access shared mailbox,"Hi, I need help. Password keeps cannot access shared mailbox. Started yesterday. I'm on Ubuntu 22.04.",Account,Password,Question,Low,Low,In Progress,Security,Ubuntu 22.04,,2025-03-21,"1. Open Password
2. Attempt normal operation
3. Observe: cannot access shared mailbox"
ITS-00276,[Software] VPN - license expired,Issue with VPN: license expired. This is affecting my work. Running on Windows 10.,Software,VPN,Service Request,Low,Low,Open,DevOps,Windows 10,,2025-02-16,"1. Open VPN
2. Attempt normal operation
3. Observe: license expired"
ITS-00277,Desktop slow performance,Urgent: Desktop - slow performance. Multiple users reporting similar issues. Environment is macOS 14.,Hardware,Desktop,Question,Critical,Critical,Resolved,Network Engineering,macOS 14,Replaced battery. Verified with user that issue is fixed.,2025-01-19,"1. Open Desktop
2. Attempt normal operation
3. Observe: slow performance"
ITS-00278,Office 365 problem: update failed,"Hi, I need help. Office 365 keeps update failed. Started yesterday. I'm on Ubuntu 22.04.",Software,Office 365,Bug,Critical,Critical,Closed,Security,Ubuntu 22.04,Renewed license through admin portal. Verified with user that issue is fixed.,2025-07-21,"1. Open Office 365
2. Attempt normal operation
3. Observe: update failed"
