ticket_id,title,title_clean,description,description_clean,category,component,issue_type,severity,status,resolution,resolution_clean,error_codes,quality_score,embedding_text,source,unified_id
ITS-00285,WiFi problem: cannot reach specific websites,WiFi problem: cannot reach specific websites,My WiFi is cannot reach specific websites. I've been experiencing this since this morning. Environment: Windows 11.,My WiFi is cannot reach specific websites. I've been experiencing this since this morning. Environment: Windows 11.,Network,WiFi,Service Request,High,Resolved,Flushed DNS cache. Verified with user that issue is fixed.,Flushed DNS cache. Verified with user that issue is fixed.,[],1.0,"Title: WiFi problem: cannot reach specific websites
Description: My WiFi is cannot reach specific websites. I've been experiencing this since this morning. Environment: Windows 11.
Category: Network
Component: WiFi
Severity: High",synthetic,U-000284
ITS-00286,Laptop blue screen of death,Laptop blue screen of death,Urgent: Laptop - blue screen of death. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Laptop - blue screen of death. Multiple users reporting similar issues. Environment is Chrome OS.,Hardware,Laptop,Service Request,Medium,Resolved,Updated BIOS firmware. Verified with user that issue is fixed.,Updated BIOS firmware. Verified with user that issue is fixed.,[],1.0,"Title: Laptop blue screen of death
Description: Urgent: Laptop - blue screen of death. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Hardware
Component: Laptop
Severity: Medium",synthetic,U-000285
ITS-00287,[Hardware] Mouse - not turning on,[Hardware] Mouse - not turning on,My Mouse is not turning on. I've been experiencing this since this morning. Environment: Windows 10.,My Mouse is not turning on. I've been experiencing this since this morning. Environment: Windows 10.,Hardware,Mouse,Bug,Medium,Open,,,[],1.0,"Title: [Hardware] Mouse - not turning on
Description: My Mouse is not turning on. I've been experiencing this since this morning. Environment: Windows 10.
Category: Hardware
Component: Mouse
Severity: Medium",synthetic,U-000286
ITS-00288,Mouse battery not charging,Mouse battery not charging,Urgent: Mouse - battery not charging. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: Mouse - battery not charging. Multiple users reporting similar issues. Environment is Windows 11.,Hardware,Mouse,Bug,Low,In Progress,,,[],1.0,"Title: Mouse battery not charging
Description: Urgent: Mouse - battery not charging. Multiple users reporting similar issues. Environment is Windows 11.
Category: Hardware
Component: Mouse
Severity: Low",synthetic,U-000287
ITS-00289,Docking Station screen flickering,Docking Station screen flickering,"Hi, I need help. Docking Station keeps screen flickering. Started yesterday. I'm on Windows 10.","Hi, I need help. Docking Station keeps screen flickering. Started yesterday. I'm on Windows 10.",Hardware,Docking Station,Bug,Medium,Closed,Updated BIOS firmware. Verified with user that issue is fixed.,Updated BIOS firmware. Verified with user that issue is fixed.,[],1.0,"Title: Docking Station screen flickering
Description: Hi, I need help. Docking Station keeps screen flickering. Started yesterday. I'm on Windows 10.
Category: Hardware
Component: Docking Station
Severity: Medium",synthetic,U-000288
ITS-00290,Laptop problem: screen flickering,Laptop problem: screen flickering,"Hi, I need help. Laptop keeps screen flickering. Started yesterday. I'm on Chrome OS.","Hi, I need help. Laptop keeps screen flickering. Started yesterday. I'm on Chrome OS.",Hardware,Laptop,Service Request,Low,Closed,Updated device drivers. Verified with user that issue is fixed.,Updated device drivers. Verified with user that issue is fixed.,[],1.0,"Title: Laptop problem: screen flickering
Description: Hi, I need help. Laptop keeps screen flickering. Started yesterday. I'm on Chrome OS.
Category: Hardware
Component: Laptop
Severity: Low",synthetic,U-000289
ITS-00291,Monitor problem: freezing randomly,Monitor problem: freezing randomly,My Monitor is freezing randomly. I've been experiencing this since this morning. Environment: macOS 14.,My Monitor is freezing randomly. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Monitor,Service Request,Low,Open,,,[],1.0,"Title: Monitor problem: freezing randomly
Description: My Monitor is freezing randomly. I've been experiencing this since this morning. Environment: macOS 14.
Category: Hardware
Component: Monitor
Severity: Low",synthetic,U-000290
ITS-00292,Mouse problem: overheating,Mouse problem: overheating,The Mouse has been overheating for the past few hours. OS: Windows 11. Please help.,The Mouse has been overheating for the past few hours. OS: Windows 11. Please help.,Hardware,Mouse,Question,Medium,Open,,,[],1.0,"Title: Mouse problem: overheating
Description: The Mouse has been overheating for the past few hours. OS: Windows 11. Please help.
Category: Hardware
Component: Mouse
Severity: Medium",synthetic,U-000291
ITS-00293,MFA permission denied,MFA permission denied,Urgent: MFA - permission denied. Multiple users reporting similar issues. Environment is macOS 14.,Urgent: MFA - permission denied. Multiple users reporting similar issues. Environment is macOS 14.,Account,MFA,Service Request,Medium,Resolved,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: MFA permission denied
Description: Urgent: MFA - permission denied. Multiple users reporting similar issues. Environment is macOS 14.
Category: Account
Component: MFA
Severity: Medium",synthetic,U-000292
ITS-00294,Database failover did not trigger,Database failover did not trigger,Issue with Database: failover did not trigger. This is affecting my work. Running on macOS 14.,Issue with Database: failover did not trigger. This is affecting my work. Running on macOS 14.,Incident,Database,Incident,Low,In Progress,,,[],1.0,"Title: Database failover did not trigger
Description: Issue with Database: failover did not trigger. This is affecting my work. Running on macOS 14.
Category: Incident
Component: Database
Severity: Low",synthetic,U-000293
ITS-00295,SSO account locked out,SSO account locked out,Urgent: SSO - account locked out. Multiple users reporting similar issues. Environment is Windows 10.,Urgent: SSO - account locked out. Multiple users reporting similar issues. Environment is Windows 10.,Account,SSO,Bug,Medium,In Progress,,,[],1.0,"Title: SSO account locked out
Description: Urgent: SSO - account locked out. Multiple users reporting similar issues. Environment is Windows 10.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000294
ITS-00296,Monitor freezing randomly,Monitor freezing randomly,Issue with Monitor: freezing randomly. This is affecting my work. Running on macOS 14.,Issue with Monitor: freezing randomly. This is affecting my work. Running on macOS 14.,Hardware,Monitor,Service Request,Medium,Closed,Cleaned internal fans. Verified with user that issue is fixed.,Cleaned internal fans. Verified with user that issue is fixed.,[],1.0,"Title: Monitor freezing randomly
Description: Issue with Monitor: freezing randomly. This is affecting my work. Running on macOS 14.
Category: Hardware
Component: Monitor
Severity: Medium",synthetic,U-000295
ITS-00297,VPN cannot access internal resources,VPN cannot access internal resources,The VPN has been cannot access internal resources for the past few hours. OS: Windows 11. Please help.,The VPN has been cannot access internal resources for the past few hours. OS: Windows 11. Please help.,Network,VPN,Question,Critical,Closed,Flushed DNS cache. Verified with user that issue is fixed.,Flushed DNS cache. Verified with user that issue is fixed.,[],1.0,"Title: VPN cannot access internal resources
Description: The VPN has been cannot access internal resources for the past few hours. OS: Windows 11. Please help.
Category: Network
Component: VPN
Severity: Critical",synthetic,U-000296
ITS-00298,[Hardware] Docking Station - no display output,[Hardware] Docking Station - no display output,Urgent: Docking Station - no display output. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: Docking Station - no display output. Multiple users reporting similar issues. Environment is Windows 11.,Hardware,Docking Station,Bug,Critical,Resolved,Replaced faulty component. Verified with user that issue is fixed.,Replaced faulty component. Verified with user that issue is fixed.,[],1.0,"Title: [Hardware] Docking Station - no display output
Description: Urgent: Docking Station - no display output. Multiple users reporting similar issues. Environment is Windows 11.
Category: Hardware
Component: Docking Station
Severity: Critical",synthetic,U-000297
ITS-00299,VPN slow internet speed,VPN slow internet speed,The VPN has been slow internet speed for the past few hours. OS: Windows 11. Please help.,The VPN has been slow internet speed for the past few hours. OS: Windows 11. Please help.,Network,VPN,Question,Medium,Closed,Assigned static IP. Verified with user that issue is fixed.,Assigned static IP. Verified with user that issue is fixed.,[],1.0,"Title: VPN slow internet speed
Description: The VPN has been slow internet speed for the past few hours. OS: Windows 11. Please help.
Category: Network
Component: VPN
Severity: Medium",synthetic,U-000298
ITS-00300,Web App service outage affecting all users,Web App service outage affecting all users,The Web App has been service outage affecting all users for the past few hours. OS: macOS 14. Please help.,The Web App has been service outage affecting all users for the past few hours. OS: macOS 14. Please help.,Incident,Web App,Incident,Medium,In Progress,,,[],1.0,"Title: Web App service outage affecting all users
Description: The Web App has been service outage affecting all users for the past few hours. OS: macOS 14. Please help.
Category: Incident
Component: Web App
Severity: Medium",synthetic,U-000299
ITS-00301,[Incident] Load Balancer - scheduled maintenance overran window,[Incident] Load Balancer - scheduled maintenance overran window,"Hi, I need help. Load Balancer keeps scheduled maintenance overran window. Started yesterday. I'm on Windows 11.","Hi, I need help. Load Balancer keeps scheduled maintenance overran window. Started yesterday. I'm on Windows 11.",Incident,Load Balancer,Incident,High,Resolved,Performed manual failover. Verified with user that issue is fixed.,Performed manual failover. Verified with user that issue is fixed.,[],1.0,"Title: [Incident] Load Balancer - scheduled maintenance overran window
Description: Hi, I need help. Load Balancer keeps scheduled maintenance overran window. Started yesterday. I'm on Windows 11.
Category: Incident
Component: Load Balancer
Severity: High",synthetic,U-000300
ITS-00302,Office 365 problem: update failed,Office 365 problem: update failed,Urgent: Office 365 - update failed. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: Office 365 - update failed. Multiple users reporting similar issues. Environment is Windows 11.,Software,Office 365,Question,Medium,Open,,,"[""365""]",1.0,"Title: Office 365 problem: update failed
Description: Urgent: Office 365 - update failed. Multiple users reporting similar issues. Environment is Windows 11.
Category: Software
Component: Office 365
Severity: Medium",synthetic,U-000301
ITS-00303,[Incident] Database - degraded performance across region,[Incident] Database - degraded performance across region,The Database has been degraded performance across region for the past few hours. OS: Chrome OS. Please help.,The Database has been degraded performance across region for the past few hours. OS: Chrome OS. Please help.,Incident,Database,Incident,Medium,Closed,Freed disk space and set alerts. Verified with user that issue is fixed.,Freed disk space and set alerts. Verified with user that issue is fixed.,[],1.0,"Title: [Incident] Database - degraded performance across region
Description: The Database has been degraded performance across region for the past few hours. OS: Chrome OS. Please help.
Category: Incident
Component: Database
Severity: Medium",synthetic,U-000302
ITS-00304,Ethernet proxy authentication error,Ethernet proxy authentication error,My Ethernet is proxy authentication error. I've been experiencing this since this morning. Environment: macOS 14.,My Ethernet is proxy authentication error. I've been experiencing this since this morning. Environment: macOS 14.,Network,Ethernet,Bug,High,Resolved,Added firewall rule exception. Verified with user that issue is fixed.,Added firewall rule exception. Verified with user that issue is fixed.,[],1.0,"Title: Ethernet proxy authentication error
Description: My Ethernet is proxy authentication error. I've been experiencing this since this morning. Environment: macOS 14.
Category: Network
Component: Ethernet
Severity: High",synthetic,U-000303
ITS-00305,Ethernet problem: VPN connection drops,Ethernet problem: VPN connection drops,"Hi, I need help. Ethernet keeps VPN connection drops. Started yesterday. I'm on Windows 11.","Hi, I need help. Ethernet keeps VPN connection drops. Started yesterday. I'm on Windows 11.",Network,Ethernet,Bug,Medium,Resolved,Updated WiFi driver. Verified with user that issue is fixed.,Updated WiFi driver. Verified with user that issue is fixed.,[],1.0,"Title: Ethernet problem: VPN connection drops
Description: Hi, I need help. Ethernet keeps VPN connection drops. Started yesterday. I'm on Windows 11.
Category: Network
Component: Ethernet
Severity: Medium",synthetic,U-000304
ITS-00306,[Account] SSO - email forwarding setup,[Account] SSO - email forwarding setup,Urgent: SSO - email forwarding setup. Multiple users reporting similar issues. Environment is Windows 10.,Urgent: SSO - email forwarding setup. Multiple users reporting similar issues. Environment is Windows 10.,Account,SSO,Service Request,Medium,Resolved,Reset password and synced. Verified with user that issue is fixed.,Reset password and synced. Verified with user that issue is fixed.,[],1.0,"Title: [Account] SSO - email forwarding setup
Description: Urgent: SSO - email forwarding setup. Multiple users reporting similar issues. Environment is Windows 10.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000305
ITS-00307,Desktop problem: blue screen of death,Desktop problem: blue screen of death,Issue with Desktop: blue screen of death. This is affecting my work. Running on Windows 11.,Issue with Desktop: blue screen of death. This is affecting my work. Running on Windows 11.,Hardware,Desktop,Bug,Medium,Resolved,Updated device drivers. Verified with user that issue is fixed.,Updated device drivers. Verified with user that issue is fixed.,[],1.0,"Title: Desktop problem: blue screen of death
Description: Issue with Desktop: blue screen of death. This is affecting my work. Running on Windows 11.
Category: Hardware
Component: Desktop
Severity: Medium",synthetic,U-000306
ITS-00308,[Network] Firewall - VPN connection drops,[Network] Firewall - VPN connection drops,Issue with Firewall: VPN connection drops. This is affecting my work. Running on Ubuntu 22.04.,Issue with Firewall: VPN connection drops. This is affecting my work. Running on Ubuntu 22.04.,Network,Firewall,Bug,Low,In Progress,,,[],1.0,"Title: [Network] Firewall - VPN connection drops
Description: Issue with Firewall: VPN connection drops. This is affecting my work. Running on Ubuntu 22.04.
Category: Network
Component: Firewall
Severity: Low",synthetic,U-000307
ITS-00309,[Account] SSO - email forwarding setup,[Account] SSO - email forwarding setup,Issue with SSO: email forwarding setup. This is affecting my work. Running on Chrome OS.,Issue with SSO: email forwarding setup. This is affecting my work. Running on Chrome OS.,Account,SSO,Question,Medium,Closed,Re-enrolled MFA device. Verified with user that issue is fixed.,Re-enrolled MFA device. Verified with user that issue is fixed.,[],1.0,"Title: [Account] SSO - email forwarding setup
Description: Issue with SSO: email forwarding setup. This is affecting my work. Running on Chrome OS.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000308
ITS-00310,WiFi problem: IP conflict,WiFi problem: IP conflict,"Hi, I need help. WiFi keeps IP conflict. Started yesterday. I'm on Chrome OS.","Hi, I need help. WiFi keeps IP conflict. Started yesterday. I'm on Chrome OS.",Network,WiFi,Question,High,Closed,Reset network adapter. Verified with user that issue is fixed.,Reset network adapter. Verified with user that issue is fixed.,[],1.0,"Title: WiFi problem: IP conflict
Description: Hi, I need help. WiFi keeps IP conflict. Started yesterday. I'm on Chrome OS.
Category: Network
Component: WiFi
Severity: High",synthetic,U-000309
ITS-00311,Windows plugin not working,Windows plugin not working,Issue with Windows: plugin not working. This is affecting my work. Running on macOS 14.,Issue with Windows: plugin not working. This is affecting my work. Running on macOS 14.,Software,Windows,Question,Medium,Open,,,[],1.0,"Title: Windows plugin not working
Description: Issue with Windows: plugin not working. This is affecting my work. Running on macOS 14.
Category: Software
Component: Windows
Severity: Medium",synthetic,U-000310
ITS-00312,WiFi problem: cannot connect to WiFi,WiFi problem: cannot connect to WiFi,Issue with WiFi: cannot connect to WiFi. This is affecting my work. Running on Ubuntu 22.04.,Issue with WiFi: cannot connect to WiFi. This is affecting my work. Running on Ubuntu 22.04.,Network,WiFi,Bug,Low,Resolved,Replaced network cable. Verified with user that issue is fixed.,Replaced network cable. Verified with user that issue is fixed.,[],1.0,"Title: WiFi problem: cannot connect to WiFi
Description: Issue with WiFi: cannot connect to WiFi. This is affecting my work. Running on Ubuntu 22.04.
Category: Network
Component: WiFi
Severity: Low",synthetic,U-000311
ITS-00313,[Hardware] Keyboard - not turning on,[Hardware] Keyboard - not turning on,My Keyboard is not turning on. I've been experiencing this since this morning. Environment: macOS 14.,My Keyboard is not turning on. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Keyboard,Service Request,High,In Progress,,,[],1.0,"Title: [Hardware] Keyboard - not turning on
Description: My Keyboard is not turning on. I've been experiencing this since this morning. Environment: macOS 14.
Category: Hardware
Component: Keyboard
Severity: High",synthetic,U-000312
ITS-00314,[Account] Email - group membership change needed,[Account] Email - group membership change needed,"Hi, I need help. Email keeps group membership change needed. Started yesterday. I'm on Windows 10.","Hi, I need help. Email keeps group membership change needed. Started yesterday. I'm on Windows 10.",Account,Email,Bug,Medium,Closed,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: [Account] Email - group membership change needed
Description: Hi, I need help. Email keeps group membership change needed. Started yesterday. I'm on Windows 10.
Category: Account
Component: Email
Severity: Medium",synthetic,U-000313
ITS-00315,Proxy VPN connection drops,Proxy VPN connection drops,Issue with Proxy: VPN connection drops. This is affecting my work. Running on Windows 11.,Issue with Proxy: VPN connection drops. This is affecting my work. Running on Windows 11.,Network,Proxy,Question,Low,In Progress,,,[],1.0,"Title: Proxy VPN connection drops
Description: Issue with Proxy: VPN connection drops. This is affecting my work. Running on Windows 11.
Category: Network
Component: Proxy
Severity: Low",synthetic,U-000314
ITS-00316,DNS problem: IP conflict,DNS problem: IP conflict,My DNS is IP conflict. I've been experiencing this since this morning. Environment: Chrome OS.,My DNS is IP conflict. I've been experiencing this since this morning. Environment: Chrome OS.,Network,DNS,Service Request,Medium,Open,,,[],1.0,"Title: DNS problem: IP conflict
Description: My DNS is IP conflict. I've been experiencing this since this morning. Environment: Chrome OS.
Category: Network
Component: DNS
Severity: Medium",synthetic,U-000315
ITS-00317,[Software] Windows - not responding,[Software] Windows - not responding,"Hi, I need help. Windows keeps not responding. Started yesterday. I'm on Ubuntu 22.04.","Hi, I need help. Windows keeps not responding. Started yesterday. I'm on Ubuntu 22.04.",Software,Windows,Service Request,Medium,In Progress,,,[],1.0,"Title: [Software] Windows - not responding
Description: Hi, I need help. Windows keeps not responding. Started yesterday. I'm on Ubuntu 22.04.
Category: Software
Component: Windows
Severity: Medium",synthetic,U-000316
ITS-00318,Proxy problem: intermittent disconnections,Proxy problem: intermittent disconnections,Issue with Proxy: intermittent disconnections. This is affecting my work. Running on Chrome OS.,Issue with Proxy: intermittent disconnections. This is affecting my work. Running on Chrome OS.,Network,Proxy,Question,Medium,Resolved,Assigned static IP. Verified with user that issue is fixed.,Assigned static IP. Verified with user that issue is fixed.,[],1.0,"Title: Proxy problem: intermittent disconnections
Description: Issue with Proxy: intermittent disconnections. This is affecting my work. Running on Chrome OS.
Category: Network
Component: Proxy
Severity: Medium",synthetic,U-000317
ITS-00319,DNS problem: VPN connection drops,DNS problem: VPN connection drops,Issue with DNS: VPN connection drops. This is affecting my work. Running on Chrome OS.,Issue with DNS: VPN connection drops. This is affecting my work. Running on Chrome OS.,Network,DNS,Bug,Medium,Closed,Assigned static IP. Verified with user that issue is fixed.,Assigned static IP. Verified with user that issue is fixed.,[],1.0,"Title: DNS problem: VPN connection drops
Description: Issue with DNS: VPN connection drops. This is affecting my work. Running on Chrome OS.
Category: Network
Component: DNS
Severity: Medium",synthetic,U-000318
ITS-00320,Firewall intermittent disconnections,Firewall intermittent disconnections,My Firewall is intermittent disconnections. I've been experiencing this since this morning. Environment: macOS 14.,My Firewall is intermittent disconnections. I've been experiencing this since this morning. Environment: macOS 14.,Network,Firewall,Question,Medium,Closed,Added firewall rule exception. Verified with user that issue is fixed.,Added firewall rule exception. Verified with user that issue is fixed.,[],1.0,"Title: Firewall intermittent disconnections
Description: My Firewall is intermittent disconnections. I've been experiencing this since this morning. Environment: macOS 14.
Category: Network
Component: Firewall
Severity: Medium",synthetic,U-000319
ITS-00321,API Gateway unauthorized access attempt detected,API Gateway unauthorized access attempt detected,Issue with API Gateway: unauthorized access attempt detected. This is affecting my work. Running on Ubuntu 22.04.,Issue with API Gateway: unauthorized access attempt detected. This is affecting my work. Running on Ubuntu 22.04.,Incident,API Gateway,Incident,High,Resolved,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,[],1.0,"Title: API Gateway unauthorized access attempt detected
Description: Issue with API Gateway: unauthorized access attempt detected. This is affecting my work. Running on Ubuntu 22.04.
Category: Incident
Component: API Gateway
Severity: High",synthetic,U-000320
ITS-00322,WiFi cannot reach specific websites,WiFi cannot reach specific websites,Issue with WiFi: cannot reach specific websites. This is affecting my work. Running on Ubuntu 22.04.,Issue with WiFi: cannot reach specific websites. This is affecting my work. Running on Ubuntu 22.04.,Network,WiFi,Bug,Low,Resolved,Updated WiFi driver. Verified with user that issue is fixed.,Updated WiFi driver. Verified with user that issue is fixed.,[],1.0,"Title: WiFi cannot reach specific websites
Description: Issue with WiFi: cannot reach specific websites. This is affecting my work. Running on Ubuntu 22.04.
Category: Network
Component: WiFi
Severity: Low",synthetic,U-000321
ITS-00323,Outlook problem: update failed,Outlook problem: update failed,The Outlook has been update failed for the past few hours. OS: Windows 11. Please help.,The Outlook has been update failed for the past few hours. OS: Windows 11. Please help.,Software,Outlook,Service Request,Low,Resolved,Reinstalled application. Verified with user that issue is fixed.,Reinstalled application. Verified with user that issue is fixed.,[],1.0,"Title: Outlook problem: update failed
Description: The Outlook has been update failed for the past few hours. OS: Windows 11. Please help.
Category: Software
Component: Outlook
Severity: Low",synthetic,U-000322
ITS-00324,[Network] Proxy - VPN connection drops,[Network] Proxy - VPN connection drops,Urgent: Proxy - VPN connection drops. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: Proxy - VPN connection drops. Multiple users reporting similar issues. Environment is Windows 11.,Network,Proxy,Question,Low,Open,,,[],1.0,"Title: [Network] Proxy - VPN connection drops
Description: Urgent: Proxy - VPN connection drops. Multiple users reporting similar issues. Environment is Windows 11.
Category: Network
Component: Proxy
Severity: Low",synthetic,U-000323
ITS-00325,[Software] Office 365 - not syncing properly,[Software] Office 365 - not syncing properly,Urgent: Office 365 - not syncing properly. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Urgent: Office 365 - not syncing properly. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Software,Office 365,Bug,Low,Resolved,Renewed license through admin portal. Verified with user that issue is fixed.,Renewed license through admin portal. Verified with user that issue is fixed.,"[""365""]",1.0,"Title: [Software] Office 365 - not syncing properly
Description: Urgent: Office 365 - not syncing properly. Multiple users reporting similar issues. Environment is Ubuntu 22.04.
Category: Software
Component: Office 365
Severity: Low",synthetic,U-000324
ITS-00326,SSO group membership change needed,SSO group membership change needed,The SSO has been group membership change needed for the past few hours. OS: Windows 10. Please help.,The SSO has been group membership change needed for the past few hours. OS: Windows 10. Please help.,Account,SSO,Bug,Medium,Closed,Reset password and synced. Verified with user that issue is fixed.,Reset password and synced. Verified with user that issue is fixed.,[],1.0,"Title: SSO group membership change needed
Description: The SSO has been group membership change needed for the past few hours. OS: Windows 10. Please help.
Category: Account
Component: SSO
Severity: Medium",synthetic,U-000325
ITS-00327,[Hardware] Monitor - no display output,[Hardware] Monitor - no display output,The Monitor has been no display output for the past few hours. OS: Ubuntu 22.04. Please help.,The Monitor has been no display output for the past few hours. OS: Ubuntu 22.04. Please help.,Hardware,Monitor,Question,High,Resolved,Replaced battery. Verified with user that issue is fixed.,Replaced battery. Verified with user that issue is fixed.,[],1.0,"Title: [Hardware] Monitor - no display output
Description: The Monitor has been no display output for the past few hours. OS: Ubuntu 22.04. Please help.
Category: Hardware
Component: Monitor
Severity: High",synthetic,U-000326
ITS-00328,Windows license expired,Windows license expired,The Windows has been license expired for the past few hours. OS: Windows 11. Please help.,The Windows has been license expired for the past few hours. OS: Windows 11. Please help.,Software,Windows,Question,Medium,Resolved,Reset user profile. Verified with user that issue is fixed.,Reset user profile. Verified with user that issue is fixed.,[],1.0,"Title: Windows license expired
Description: The Windows has been license expired for the past few hours. OS: Windows 11. Please help.
Category: Software
Component: Windows
Severity: Medium",synthetic,U-000327
ITS-00329,Web App service outage affecting all users,Web App service outage affecting all users,Issue with Web App: service outage affecting all users. This is affecting my work. Running on Chrome OS.,Issue with Web App: service outage affecting all users. This is affecting my work. Running on Chrome OS.,Incident,Web App,Incident,Low,Open,,,[],1.0,"Title: Web App service outage affecting all users
Description: Issue with Web App: service outage affecting all users. This is affecting my work. Running on Chrome OS.
Category: Incident
Component: Web App
Severity: Low",synthetic,U-000328
ITS-00330,Outlook problem: update failed,Outlook problem: update failed,The Outlook has been update failed for the past few hours. OS: Ubuntu 22.04. Please help.,The Outlook has been update failed for the past few hours. OS: Ubuntu 22.04. Please help.,Software,Outlook,Question,Medium,In Progress,,,[],1.0,"Title: Outlook problem: update failed
Description: The Outlook has been update failed for the past few hours. OS: Ubuntu 22.04. Please help.
Category: Software
Component: Outlook
Severity: Medium",synthetic,U-000329
ITS-00331,SAP problem: not syncing properly,SAP problem: not syncing properly,Issue with SAP: not syncing properly. This is affecting my work. Running on macOS 14.,Issue with SAP: not syncing properly. This is affecting my work. Running on macOS 14.,Software,SAP,Bug,Critical,Closed,Configured firewall exceptions. Verified with user that issue is fixed.,Configured firewall exceptions. Verified with user that issue is fixed.,[],1.0,"Title: SAP problem: not syncing properly
Description: Issue with SAP: not syncing properly. This is affecting my work. Running on macOS 14.
Category: Software
Component: SAP
Severity: Critical",synthetic,U-000330
ITS-00332,[Software] Teams - not responding,[Software] Teams - not responding,Urgent: Teams - not responding. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Teams - not responding. Multiple users reporting similar issues. Environment is Chrome OS.,Software,Teams,Service Request,High,Closed,Configured firewall exceptions. Verified with user that issue is fixed.,Configured firewall exceptions. Verified with user that issue is fixed.,[],1.0,"Title: [Software] Teams - not responding
Description: Urgent: Teams - not responding. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Software
Component: Teams
Severity: High",synthetic,U-000331
ITS-00333,[Incident] API Gateway - data sync failure between systems,[Incident] API Gateway - data sync failure between systems,"Hi, I need help. API Gateway keeps data sync failure between systems. Started yesterday. I'm on macOS 14.","Hi, I need help. API Gateway keeps data sync failure between systems. Started yesterday. I'm on macOS 14.",Incident,API Gateway,Incident,High,Resolved,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,[],1.0,"Title: [Incident] API Gateway - data sync failure between systems
Description: Hi, I need help. API Gateway keeps data sync failure between systems. Started yesterday. I'm on macOS 14.
Category: Incident
Component: API Gateway
Severity: High",synthetic,U-000332
ITS-00334,Web App unauthorized access attempt detected,Web App unauthorized access attempt detected,Issue with Web App: unauthorized access attempt detected. This is affecting my work. Running on Chrome OS.,Issue with Web App: unauthorized access attempt detected. This is affecting my work. Running on Chrome OS.,Incident,Web App,Incident,Medium,Open,,,[],1.0,"Title: Web App unauthorized access attempt detected
Description: Issue with Web App: unauthorized access attempt detected. This is affecting my work. Running on Chrome OS.
Category: Incident
Component: Web App
Severity: Medium",synthetic,U-000333
ITS-00335,VPN cannot access internal resources,VPN cannot access internal resources,My VPN is cannot access internal resources. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My VPN is cannot access internal resources. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Network,VPN,Bug,Critical,Closed,Flushed DNS cache. Verified with user that issue is fixed.,Flushed DNS cache. Verified with user that issue is fixed.,[],1.0,"Title: VPN cannot access internal resources
Description: My VPN is cannot access internal resources. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Network
Component: VPN
Severity: Critical",synthetic,U-000334
ITS-00336,[Account] SSO - group membership change needed,[Account] SSO - group membership change needed,Urgent: SSO - group membership change needed. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Urgent: SSO - group membership change needed. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Account,SSO,Service Request,High,Resolved,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: [Account] SSO - group membership change needed
Description: Urgent: SSO - group membership change needed. Multiple users reporting similar issues. Environment is Ubuntu 22.04.
Category: Account
Component: SSO
Severity: High",synthetic,U-000335
ITS-00337,Database problem: data sync failure between systems,Database problem: data sync failure between systems,Issue with Database: data sync failure between systems. This is affecting my work. Running on Windows 10.,Issue with Database: data sync failure between systems. This is affecting my work. Running on Windows 10.,Incident,Database,Incident,High,In Progress,,,[],1.0,"Title: Database problem: data sync failure between systems
Description: Issue with Database: data sync failure between systems. This is affecting my work. Running on Windows 10.
Category: Incident
Component: Database
Severity: High",synthetic,U-000336
